"","Credit_Limit","Income_Category","Customer_Age","Total_Trans_Ct","Months_on_book","Gender","Education_Level","Marital_Status"
"635",2468,"$40K - $60K",65,46,56,"M","Uneducated","Married"
"636",22157,"$60K - $80K",43,55,28,"M","College","Married"
"637",11477,"$40K - $60K",46,27,32,"M","Graduate","Married"
"638",3933,"Less than $40K",43,45,33,"F","Graduate","Married"
"639",8022,"$80K - $120K",56,31,50,"M","Graduate","Married"
"643",2936,"$40K - $60K",43,57,36,"F","Graduate","Married"
"644",1438.3,"$80K - $120K",54,41,36,"M","High School","Married"
"646",6175,"$40K - $60K",58,25,49,"F","Uneducated","Married"
"647",11806,"$80K - $120K",41,31,26,"M","Graduate","Single"
"648",4734,"$60K - $80K",48,45,39,"M","Post-Graduate","Single"
"649",6244,"$40K - $60K",55,40,36,"M","High School","Single"
"652",23561,"$80K - $120K",35,64,24,"M","Graduate","Single"
"653",24742,"$80K - $120K",50,31,36,"M","Uneducated","Single"
"655",5923,"Less than $40K",45,35,35,"F","College","Divorced"
"656",8581,"$60K - $80K",34,63,36,"M","Uneducated","Married"
"657",3156,"$40K - $60K",55,48,41,"F","Graduate","Married"
"659",1535,"$60K - $80K",46,25,35,"M","Graduate","Married"
"662",5822,"Less than $40K",51,49,42,"F","Graduate","Married"
"663",3537,"$60K - $80K",39,43,29,"M","Doctorate","Married"
"664",34516,"$120K +",43,38,33,"M","Graduate","Married"
"665",16320,"$60K - $80K",53,41,47,"M","Graduate","Single"
"666",2407,"$80K - $120K",38,28,36,"M","High School","Married"
"667",3538,"Less than $40K",49,38,43,"F","High School","Single"
"669",34516,"$80K - $120K",53,33,36,"M","Graduate","Single"
"670",15459,"$40K - $60K",46,30,40,"M","Post-Graduate","Single"
"671",4307,"Less than $40K",44,37,36,"F","Uneducated","Single"
"673",2848,"$40K - $60K",58,27,47,"F","Uneducated","Married"
"674",34516,"$120K +",55,26,51,"M","High School","Single"
"676",15428,"$80K - $120K",57,40,38,"M","High School","Married"
"677",2544,"$40K - $60K",57,30,48,"M","High School","Married"
"679",8796,"$60K - $80K",51,18,39,"M","Graduate","Single"
"680",3428,"Less than $40K",53,34,48,"F","Uneducated","Married"
"681",1438.3,"Less than $40K",45,34,36,"F","Doctorate","Single"
"682",18001,"$60K - $80K",41,25,32,"M","Post-Graduate","Married"
"683",2680,"Less than $40K",51,33,42,"F","Graduate","Single"
"684",4675,"Less than $40K",46,34,35,"F","High School","Married"
"685",2448,"Less than $40K",40,30,35,"F","College","Married"
"686",4049,"$60K - $80K",33,35,28,"M","Doctorate","Married"
"687",8154,"$80K - $120K",53,26,38,"M","High School","Single"
"688",4559,"$40K - $60K",63,35,36,"M","High School","Married"
"689",19354,"$80K - $120K",61,32,36,"M","Uneducated","Single"
"691",13848,"$60K - $80K",53,38,47,"M","Graduate","Single"
"694",2578,"$60K - $80K",37,64,30,"M","Graduate","Married"
"696",34516,"$80K - $120K",49,47,41,"M","Uneducated","Single"
"698",6514,"$80K - $120K",55,20,36,"M","High School","Married"
"699",4051,"$80K - $120K",50,57,42,"M","Graduate","Married"
"700",11959,"$60K - $80K",48,40,37,"M","College","Married"
"701",2070,"$40K - $60K",60,53,48,"F","Uneducated","Divorced"
"703",3636,"$120K +",47,59,35,"M","College","Married"
"704",11067,"$60K - $80K",54,38,36,"M","Uneducated","Married"
"705",11262,"$60K - $80K",53,61,40,"M","Doctorate","Married"
"706",5108,"$40K - $60K",56,41,36,"F","Graduate","Single"
"707",2072,"$40K - $60K",56,32,36,"F","High School","Married"
"708",4119,"$80K - $120K",41,35,24,"M","Uneducated","Married"
"709",5903,"$40K - $60K",60,27,42,"F","Graduate","Married"
"711",5918,"$40K - $60K",49,26,36,"F","Post-Graduate","Married"
"712",6741,"$40K - $60K",46,46,41,"M","Graduate","Single"
"713",3880,"Less than $40K",36,39,36,"F","High School","Married"
"715",22149,"$80K - $120K",38,36,23,"M","High School","Married"
"716",34516,"$80K - $120K",50,65,36,"M","Graduate","Divorced"
"717",5450,"$60K - $80K",62,45,51,"M","Graduate","Married"
"720",7723,"$40K - $60K",39,22,32,"M","Uneducated","Single"
"721",18226,"$80K - $120K",38,43,23,"M","College","Married"
"722",8128,"Less than $40K",44,32,39,"F","College","Married"
"723",5851,"$80K - $120K",43,38,32,"M","High School","Married"
"724",10260,"$80K - $120K",54,50,40,"M","Post-Graduate","Single"
"730",19843,"$80K - $120K",46,49,28,"M","Uneducated","Single"
"731",2163,"Less than $40K",55,47,45,"F","Post-Graduate","Married"
"732",33864,"$120K +",52,48,41,"M","Doctorate","Married"
"733",4531,"Less than $40K",39,40,26,"F","Graduate","Married"
"734",2950,"Less than $40K",42,32,26,"F","Graduate","Single"
"738",3770,"$40K - $60K",39,49,24,"M","College","Single"
"739",10344,"$60K - $80K",50,47,45,"M","Uneducated","Single"
"740",26437,"$120K +",57,36,51,"M","Post-Graduate","Divorced"
"742",3136,"$40K - $60K",52,25,36,"F","High School","Married"
"743",6976,"$60K - $80K",43,39,36,"M","High School","Single"
"744",21134,"$80K - $120K",42,35,36,"M","High School","Single"
"745",2019,"$40K - $60K",58,62,53,"F","Uneducated","Married"
"746",34516,"$80K - $120K",42,67,34,"M","College","Married"
"747",9959,"$80K - $120K",55,45,45,"M","Post-Graduate","Married"
"749",2421,"Less than $40K",40,30,28,"F","Graduate","Married"
"750",30948,"$80K - $120K",48,35,37,"M","Uneducated","Married"
"752",8070,"Less than $40K",33,61,36,"F","High School","Single"
"757",1888,"$40K - $60K",36,66,25,"F","College","Single"
"762",3785,"$80K - $120K",58,49,38,"M","Uneducated","Married"
"763",2727,"$60K - $80K",42,26,36,"M","Graduate","Single"
"764",3343,"$60K - $80K",49,31,44,"M","Doctorate","Married"
"766",6407,"$40K - $60K",45,47,36,"F","High School","Married"
"767",4158,"$80K - $120K",29,37,15,"M","High School","Married"
"768",21697,"$120K +",60,48,50,"M","Doctorate","Married"
"769",31383,"$80K - $120K",50,56,40,"M","Post-Graduate","Single"
"770",30883,"$120K +",53,23,36,"M","Doctorate","Single"
"772",8520,"Less than $40K",50,35,37,"F","Uneducated","Single"
"773",14310,"$80K - $120K",46,34,34,"M","Doctorate","Single"
"775",7793,"$120K +",46,39,36,"M","College","Single"
"777",4343,"$40K - $60K",43,35,33,"F","Graduate","Married"
"778",2872,"$120K +",54,47,50,"M","Graduate","Married"
"780",2967,"$40K - $60K",35,58,21,"M","High School","Married"
"781",2148,"$40K - $60K",35,65,23,"M","Doctorate","Single"
"782",6116,"Less than $40K",36,56,36,"F","High School","Single"
"787",9956,"$40K - $60K",39,39,20,"F","High School","Single"
"788",3888,"Less than $40K",47,37,36,"M","Post-Graduate","Married"
"789",30655,"$80K - $120K",60,78,48,"M","Post-Graduate","Single"
"790",2997,"Less than $40K",30,35,23,"M","High School","Married"
"792",3386,"$120K +",52,40,41,"M","Graduate","Single"
"794",25188,"$120K +",40,38,30,"M","Graduate","Divorced"
"795",2410,"Less than $40K",36,69,23,"F","Post-Graduate","Single"
"800",2378,"Less than $40K",62,45,44,"F","College","Married"
"802",8013,"$60K - $80K",41,45,36,"M","High School","Married"
"804",7906,"$60K - $80K",30,45,17,"M","High School","Married"
"805",11501,"$60K - $80K",46,41,34,"M","Uneducated","Divorced"
"806",13632,"$40K - $60K",29,42,19,"M","Post-Graduate","Single"
"807",2229,"Less than $40K",37,32,27,"F","Uneducated","Married"
"808",5158,"Less than $40K",51,34,40,"F","High School","Married"
"809",2158,"$40K - $60K",31,42,21,"M","Graduate","Married"
"813",10747,"$40K - $60K",44,25,27,"M","Graduate","Married"
"815",3555,"Less than $40K",32,71,36,"F","Graduate","Single"
"816",22140,"$80K - $120K",53,45,38,"M","Graduate","Married"
"819",2580,"Less than $40K",38,57,25,"F","College","Married"
"821",6224,"$60K - $80K",54,58,43,"M","Graduate","Married"
"822",3093,"$40K - $60K",37,23,36,"F","High School","Single"
"823",4076,"$40K - $60K",48,37,42,"F","Graduate","Married"
"826",7349,"$60K - $80K",37,60,26,"M","High School","Single"
"827",2853,"$60K - $80K",34,47,28,"M","High School","Married"
"831",8475,"$80K - $120K",46,40,38,"M","Graduate","Divorced"
"832",5559,"Less than $40K",38,37,25,"M","College","Married"
"833",2917,"Less than $40K",31,36,22,"F","Graduate","Married"
"836",10569,"$60K - $80K",47,44,36,"M","High School","Married"
"837",7051,"Less than $40K",47,37,36,"F","Graduate","Married"
"838",10117,"$60K - $80K",56,44,46,"M","College","Married"
"840",26442,"$80K - $120K",47,40,41,"M","Graduate","Single"
"841",4920,"Less than $40K",64,31,51,"F","Graduate","Married"
"843",26750,"$60K - $80K",42,29,29,"M","College","Married"
"844",34516,"$80K - $120K",41,22,34,"M","College","Married"
"845",1438.3,"Less than $40K",65,24,36,"F","High School","Married"
"846",1869,"$40K - $60K",49,34,41,"F","Post-Graduate","Married"
"848",26977,"$120K +",46,41,36,"M","Uneducated","Single"
"851",4844,"Less than $40K",48,48,39,"F","Doctorate","Married"
"853",3214,"Less than $40K",39,42,22,"F","College","Married"
"858",9235,"Less than $40K",39,49,35,"F","Uneducated","Single"
"859",8837,"Less than $40K",44,60,24,"M","Uneducated","Married"
"863",1438.3,"$40K - $60K",26,48,20,"F","Graduate","Single"
"865",4592,"$60K - $80K",47,52,34,"M","High School","Married"
"868",5269,"$60K - $80K",54,63,49,"M","Graduate","Married"
"870",7410,"$60K - $80K",39,37,35,"M","College","Married"
"871",12163,"$120K +",53,56,44,"M","Graduate","Married"
"873",4250,"Less than $40K",59,27,49,"M","College","Married"
"875",2799,"$40K - $60K",34,39,28,"F","Uneducated","Married"
"876",18037,"$80K - $120K",47,36,36,"M","Doctorate","Single"
"877",5657,"$120K +",54,55,43,"M","College","Married"
"879",4646,"Less than $40K",53,37,44,"F","College","Married"
"880",2514,"$80K - $120K",50,36,35,"M","Graduate","Single"
"883",2333,"Less than $40K",44,31,36,"F","High School","Divorced"
"884",3038,"$40K - $60K",34,54,26,"F","Graduate","Divorced"
"889",19063,"$60K - $80K",47,21,36,"M","Graduate","Married"
"890",5376,"$80K - $120K",53,53,33,"M","Graduate","Single"
"892",9173,"$40K - $60K",39,33,29,"F","High School","Married"
"893",34516,"$80K - $120K",44,52,35,"M","Graduate","Married"
"895",15405,"$60K - $80K",46,44,36,"M","Graduate","Married"
"897",23991,"$80K - $120K",35,43,25,"M","High School","Married"
"898",1888,"Less than $40K",39,33,31,"F","College","Married"
"899",3102,"Less than $40K",61,50,54,"F","Graduate","Married"
"900",3170,"Less than $40K",40,49,29,"F","Graduate","Divorced"
"901",34516,"$120K +",53,43,36,"M","College","Single"
"904",3131,"Less than $40K",35,31,36,"M","Uneducated","Married"
"907",3266,"$40K - $60K",42,56,35,"M","High School","Single"
"909",3556,"Less than $40K",46,41,40,"F","High School","Single"
"910",9149,"$40K - $60K",46,60,35,"M","Uneducated","Married"
"912",14701,"$60K - $80K",46,69,35,"M","High School","Married"
"913",14825,"$60K - $80K",62,49,44,"M","Graduate","Married"
"914",10127,"$60K - $80K",55,53,49,"M","Uneducated","Divorced"
"915",2929,"$80K - $120K",55,39,45,"M","College","Married"
"916",3735,"$40K - $60K",32,41,24,"M","High School","Married"
"917",2930,"Less than $40K",37,34,18,"F","Uneducated","Married"
"919",22120,"$80K - $120K",42,65,32,"M","College","Married"
"920",1438.3,"$80K - $120K",33,48,22,"M","Post-Graduate","Married"
"925",2156,"Less than $40K",45,28,39,"F","Graduate","Married"
"926",9521,"$60K - $80K",62,63,36,"M","Uneducated","Married"
"927",26714,"$120K +",51,50,41,"M","College","Single"
"928",2092,"$80K - $120K",57,30,47,"M","Graduate","Married"
"930",2834,"Less than $40K",32,39,19,"F","Graduate","Married"
"931",4724,"Less than $40K",43,31,37,"F","Graduate","Married"
"935",3128,"Less than $40K",53,42,36,"F","Doctorate","Married"
"937",2506,"$80K - $120K",53,62,34,"M","Graduate","Single"
"939",3460,"Less than $40K",60,34,36,"F","High School","Married"
"940",9959,"$80K - $120K",30,39,19,"M","Graduate","Married"
"941",4175,"Less than $40K",43,36,39,"F","Uneducated","Married"
"942",10264,"$60K - $80K",60,45,48,"M","Uneducated","Married"
"943",4129,"$40K - $60K",46,40,36,"M","High School","Single"
"944",2658,"$40K - $60K",65,26,45,"F","High School","Married"
"945",4589,"$40K - $60K",44,61,33,"F","College","Single"
"946",2781,"Less than $40K",56,42,36,"F","College","Married"
"949",8091,"$80K - $120K",48,28,39,"M","High School","Married"
"950",3417,"$40K - $60K",37,32,30,"F","College","Married"
"951",9204,"$60K - $80K",39,58,22,"M","Uneducated","Single"
"952",14302,"$120K +",41,35,32,"M","Graduate","Married"
"953",3187,"Less than $40K",55,38,45,"F","High School","Married"
"954",6313,"$80K - $120K",34,34,36,"M","Graduate","Married"
"956",11696,"Less than $40K",54,60,39,"F","Post-Graduate","Single"
"957",20371,"$80K - $120K",40,45,36,"M","Post-Graduate","Married"
"958",34516,"$120K +",52,38,41,"M","High School","Married"
"959",7552,"$60K - $80K",45,32,33,"M","Graduate","Single"
"960",5561,"$40K - $60K",61,42,53,"M","Post-Graduate","Married"
"961",1441,"Less than $40K",57,58,52,"F","High School","Married"
"964",4570,"Less than $40K",48,34,44,"F","College","Married"
"965",3870,"$40K - $60K",34,36,13,"M","High School","Married"
"966",12938,"$60K - $80K",49,32,36,"M","High School","Married"
"967",21178,"$120K +",53,59,36,"M","High School","Married"
"968",12182,"$80K - $120K",34,63,36,"M","Uneducated","Single"
"969",3583,"$60K - $80K",54,28,42,"M","Graduate","Married"
"970",17018,"$120K +",40,47,27,"M","Graduate","Single"
"973",4213,"Less than $40K",46,30,36,"M","Graduate","Divorced"
"974",21548,"$60K - $80K",46,38,33,"M","Graduate","Married"
"976",2483,"$40K - $60K",59,35,36,"M","Post-Graduate","Married"
"977",3460,"$80K - $120K",50,35,38,"M","Doctorate","Single"
"980",2615,"Less than $40K",53,38,36,"F","High School","Single"
"981",2985,"$40K - $60K",42,27,35,"F","Doctorate","Married"
"982",18797,"$40K - $60K",46,40,28,"M","High School","Married"
"983",2859,"$60K - $80K",33,36,22,"M","Graduate","Married"
"984",2888,"Less than $40K",46,26,38,"F","Graduate","Married"
"985",9172,"$60K - $80K",61,42,36,"M","High School","Married"
"986",14281,"$40K - $60K",42,35,34,"M","Uneducated","Married"
"987",7353,"Less than $40K",47,54,39,"F","Graduate","Single"
"988",5145,"Less than $40K",47,35,36,"F","Graduate","Single"
"989",4753,"$40K - $60K",53,49,36,"F","Graduate","Married"
"990",2171,"Less than $40K",46,45,26,"F","Graduate","Single"
"991",4150,"Less than $40K",26,74,36,"M","College","Divorced"
"992",9106,"$60K - $80K",45,33,41,"M","Graduate","Married"
"993",2686,"$40K - $60K",36,53,36,"M","High School","Divorced"
"995",34516,"$80K - $120K",52,32,36,"M","Graduate","Married"
"996",15017,"$120K +",37,58,25,"M","Graduate","Married"
"997",4426,"$40K - $60K",53,34,43,"M","Uneducated","Married"
"998",2155,"$40K - $60K",65,27,52,"F","Post-Graduate","Married"
"1000",3238,"$60K - $80K",38,45,19,"M","Uneducated","Married"
"1001",14316,"$60K - $80K",52,36,46,"M","High School","Married"
"1002",2607,"$80K - $120K",36,39,36,"M","High School","Married"
"1003",6231,"$60K - $80K",43,30,24,"M","College","Married"
"1005",3094,"Less than $40K",65,37,56,"F","Graduate","Married"
"1010",9452,"$60K - $80K",60,50,47,"M","Uneducated","Married"
"1011",2162,"$40K - $60K",43,29,29,"F","Uneducated","Single"
"1012",1438.3,"Less than $40K",31,50,18,"M","Uneducated","Married"
"1013",34516,"$120K +",55,41,42,"M","Graduate","Single"
"1014",2888,"Less than $40K",65,54,54,"F","College","Married"
"1015",3947,"Less than $40K",54,21,44,"F","High School","Married"
"1017",1830,"Less than $40K",38,43,27,"F","High School","Married"
"1018",7712,"$60K - $80K",36,40,29,"M","Post-Graduate","Married"
"1020",11789,"$120K +",41,32,31,"M","Graduate","Married"
"1021",3073,"$120K +",50,35,37,"M","High School","Divorced"
"1022",34516,"$80K - $120K",48,54,36,"M","College","Married"
"1024",6725,"$40K - $60K",55,53,46,"F","Post-Graduate","Married"
"1027",34516,"$120K +",54,54,46,"M","Graduate","Married"
"1028",24545,"$120K +",57,45,36,"M","Uneducated","Married"
"1029",1438.3,"$40K - $60K",53,64,46,"F","Uneducated","Married"
"1030",2490,"Less than $40K",41,45,31,"F","Uneducated","Single"
"1031",10074,"$120K +",39,52,24,"M","Graduate","Single"
"1032",2259,"$40K - $60K",45,35,40,"M","Graduate","Divorced"
"1033",34516,"$80K - $120K",46,40,35,"M","Graduate","Married"
"1034",9519,"$80K - $120K",54,62,50,"M","High School","Married"
"1038",2372,"$40K - $60K",33,55,36,"F","Post-Graduate","Married"
"1039",4214,"Less than $40K",44,34,34,"F","Graduate","Single"
"1040",1438.3,"Less than $40K",62,31,53,"F","Post-Graduate","Married"
"1042",4331,"Less than $40K",36,33,26,"F","High School","Married"
"1048",6088,"$40K - $60K",65,52,36,"F","High School","Married"
"1050",6158,"Less than $40K",42,66,32,"F","Graduate","Single"
"1051",5638,"$80K - $120K",51,50,41,"M","Uneducated","Married"
"1052",2178,"Less than $40K",54,47,40,"F","Uneducated","Married"
"1054",11942,"$80K - $120K",40,29,34,"M","Graduate","Married"
"1055",3914,"Less than $40K",57,54,44,"F","College","Married"
"1056",3038,"$80K - $120K",57,34,49,"M","Graduate","Married"
"1057",5579,"$40K - $60K",53,47,47,"M","Uneducated","Married"
"1058",18693,"$80K - $120K",40,44,31,"M","Graduate","Married"
"1059",2943,"Less than $40K",28,55,18,"M","Graduate","Married"
"1060",2435,"Less than $40K",38,39,28,"F","High School","Married"
"1061",2077,"Less than $40K",37,36,30,"F","Graduate","Married"
"1064",9428,"$60K - $80K",41,43,30,"M","High School","Married"
"1065",6065,"$80K - $120K",54,27,47,"M","Graduate","Married"
"1067",2174,"Less than $40K",26,44,13,"M","Graduate","Single"
"1070",3673,"$80K - $120K",46,34,40,"M","Graduate","Divorced"
"1073",34516,"$80K - $120K",55,33,36,"M","Graduate","Married"
"1074",3368,"Less than $40K",50,59,43,"F","Post-Graduate","Married"
"1076",5202,"Less than $40K",39,48,30,"F","Graduate","Single"
"1078",6929,"$60K - $80K",39,27,36,"M","High School","Single"
"1079",4364,"Less than $40K",49,38,44,"F","Graduate","Single"
"1080",2400,"Less than $40K",45,34,38,"F","Graduate","Married"
"1081",25878,"$80K - $120K",55,54,36,"M","Graduate","Married"
"1082",11876,"$120K +",44,33,24,"M","Graduate","Married"
"1084",4740,"$80K - $120K",41,23,31,"M","Uneducated","Married"
"1091",13363,"$80K - $120K",38,33,24,"M","High School","Married"
"1093",3452,"$120K +",58,21,54,"M","College","Married"
"1094",4466,"$40K - $60K",47,59,41,"F","Post-Graduate","Married"
"1095",3030,"Less than $40K",33,44,25,"F","Graduate","Married"
"1096",2112,"$40K - $60K",54,29,39,"F","Doctorate","Married"
"1097",7583,"Less than $40K",35,53,18,"F","Graduate","Married"
"1098",11760,"$120K +",47,49,27,"M","Graduate","Single"
"1099",2259,"$60K - $80K",35,31,17,"M","College","Married"
"1100",19762,"$80K - $120K",48,67,36,"M","High School","Married"
"1101",2803,"$60K - $80K",36,64,17,"M","Doctorate","Married"
"1102",25666,"$80K - $120K",44,84,36,"M","Graduate","Married"
"1103",9297,"Less than $40K",44,31,24,"F","College","Single"
"1104",2999,"Less than $40K",36,40,25,"F","Graduate","Married"
"1105",4234,"$40K - $60K",64,42,56,"M","Doctorate","Married"
"1106",15987,"Less than $40K",34,65,28,"F","Graduate","Single"
"1107",16435,"$80K - $120K",49,56,33,"M","Graduate","Single"
